m2_constr;distrito;cod_distrito;barrio;cod_barrio;letra_ce;tipologia;estado;amueblado;planta;dormitorios;banos;balcon;terraza;trastero;ascensor;antiguedad;jardin;tipo_inmueble;cancha_tenis;chimenea;exterior;piscina;porton_electrico;videoportero;armarios;codigo_postal;tipo_suelo;certificado_energetico;puerta_seguridad;orientacion_este;orientacion_oeste;orientacion_sur;aire;grupo_cocina;orientacion_norte;letra_emisiones;latitud;longitud;num_personas;total_transacciones;viv_nuevas_transacciones;lineas_metro;salidas_metro;estaciones_metroligero;estaciones_cercanias;estacion_bus_urbano;renta_bruta_media_por_persona;tamano_medio_del_hogar;tam_hogar;hog_con_10;hog_con_15_y_más;comercio_serviciosminoristas;hosteleria_restauracion;salud_bienestar_educacion;servicios_profesionales;cultura_entretenimiento;m2_areasverdes;ins_comunitaria;energia;eficiencia_carpinteria;num_garajes;cod_barrio_group;target;precio_mean_b;pm_tlogia_distrito;euro_m2_barrio;total_estaciones;habitaciones;m2_por_hab;atrib_lujo;atrib;serv_barrio;cod_barrio_frecuency;precio
280.0;Retiro;3;Jerónimos;35;0;Duplex;2;0.0;4.0;4;5;0;1;0;1;mas_50;0;Desconocido;0;0;2;0;0;0;4;28014;Madera;0;0;0;0;0;Desconocido;Desconocido;1;0;40º24'53.39'' N ;3º41'27.46'' W  ;6825;82;0;4;8;0;0;138;33396;2.39;16179;10;13;408;160;169;349;164;1427833;0;2;0;1;5;2500000;2805166.8;2600000.0;12996.911;146;9;31.11111;2;7.0;1250;66;2500000
41.0;Centro;1;Palacio;11;0;Piso;0;0.0;4.0;1;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28013;Madera;0;0;0;0;1;Desconocido;Desconocido;0;0;40º24'37.23'' N ;3º42'42.73'' W  ;23501;258;33;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;259900;862438.4;870158.06;6941.3525;210;2;20.5;0;3.0;3240;211;259900
50.0;Villa De Vallecas;18;Santa Eugenia;182;0;Piso;3;0.0;3.0;1;1;0;0;1;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28031;Desconocido;0;0;0;1;0;Desconocido;Desconocido;1;0;40º23'22.11'' N ;3º37'0.07'' W   ;23876;139;2;1;5;0;1;158;17346;2.61;12370;27;11;0;0;0;0;0;2681389;0;0;0;1;1;165000;228397.53;248783.3;2753.3958;164;2;25.0;2;3.0;0;41;165000
255.0;Hortaleza;16;Piovera;166;0;Atico;0;0.0;13.0;5;3;0;0;1;1;Desconocido;1;Desconocido;0;0;1;0;0;1;1;28033;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º29'21.45'' N ;3º40'20.75'' W  ;69176;674;262;2;9;6;1;325;29047;2.65;19312;38;32;1114;603;596;1135;486;1758173;0;0;0;1;5;1750000;1011412.2;944778.56;5200.9453;341;8;31.875;3;4.0;3934;69;1750000
79.0;Centro;1;Palacio;11;0;Piso;0;0.0;1.0;3;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28013;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'37.23'' N ;3º42'42.73'' W  ;23501;258;33;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;647000;862438.4;870158.06;6941.3525;210;5;15.8;0;3.0;3240;211;647000
45.0;Centro;1;Sol;16;0;Piso;0;0.0;2.0;2;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28013;Desconocido;0;0;0;0;0;Normal;Desconocido;0;0;40º25'8.03'' N  ;3º42'14.2'' W   ;8164;123;9;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;330000;908933.5;870158.06;6600.1484;210;3;15.0;0;3.0;3240;266;330000
100.0;Latina;10;Aluche;104;0;Piso;3;0.0;1.0;3;1;0;0;0;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28047;Desconocido;0;0;0;0;1;Desconocido;Desconocido;0;0;40º23'53.38'' N ;3º45'56.52'' W  ;66588;519;23;3;10;2;5;307;17267;2.49;30102;82;31;1223;499;366;628;523;1047962;0;0;0;1;2;353000;244773.2;244581.98;2973.986;324;4;25.0;1;4.0;3239;105;353000
149.0;Salamanca;4;Fuente Del Berro;43;0;Piso;0;0.0;2.0;3;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28028;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'17.43'' N ;3º39'58.0'' W   ;20929;255;1;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;0;0;0;1;4;819000;697932.44;1769842.4;6018.061;205;5;29.8;1;3.0;7681;74;819000
86.0;Centro;1;Cortes;13;0;Piso;0;1.0;2.0;2;2;0;0;0;1;30_50;0;Desconocido;0;0;1;0;0;0;1;28014;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'44.8'' N  ;3º41'37.98'' W  ;10816;180;0;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;5;739000;984085.9;870158.06;6772.3047;210;4;21.5;0;4.0;3240;145;739000
1090.0;Moncloa-Aravaca;9;Valdemarín;95;0;Chalet;5;0.0;0.0;8;10;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28023;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º27'43.8'' N  ;3º46'12.3'' W   ;7156;61;10;6;14;1;3;351;36592;2.58;14738;26;59;532;200;235;347;207;19901426;0;0;0;1;5;7500000;1954607.5;3105207.5;4769.8286;369;18;60.555557;1;3.0;1521;28;7500000
304.0;Fuencarral-El Pardo;8;El Pardo;81;0;Casa;2;0.0;0.0;5;4;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28048;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º31'25.35'' N ;3º46'45.77'' W  ;3421;24;0;3;14;2;5;448;28798;2.67;23923;53;48;197;95;148;121;99;2811379;0;0;0;1;5;1490000;927526.2;2106750.0;3840.5605;469;9;33.77778;1;3.0;660;187;1490000
65.0;San Blas-Canillejas;20;Simancas;201;0;Piso;5;0.0;2.0;1;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28037;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'22.99'' N ;3º37'5.97'' W   ;28765;358;9;3;10;0;0;275;19768;2.63;16710;44;26;1504;739;381;828;552;995950;0;0;0;1;3;264000;330895.38;245671.58;3165.2717;285;2;32.5;1;3.0;4004;89;264000
220.0;Salamanca;4;Recoletos;41;0;Piso;0;0.0;2.0;3;5;0;0;0;1;Desconocido;0;lujo;0;0;1;0;0;0;1;28001;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'19.05'' N ;3º40'53.05'' W  ;15444;243;8;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;0;0;0;1;5;3200000;2479820.2;1769842.4;11784.251;205;8;27.5;1;3.0;7681;262;3200000
196.0;Chamberí;7;Ríos Rosas;75;0;Piso;2;0.0;3.0;4;3;0;1;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28003;Desconocido;0;0;1;0;0;Normal;Desconocido;0;0;40º26'31.47'' N ;3º41'42.26'' W  ;27163;380;54;9;22;0;0;151;36934;2.21;25648;21;39;1930;1116;1039;1910;905;19677;0;0;0;1;5;1300000;1010490.94;1373545.5;7217.792;173;7;28.0;2;3.0;6900;66;1300000
235.0;Barajas;21;Timón;214;3;Casa;0;0.0;0.0;3;3;0;1;1;1;10_30;0;Desconocido;0;0;1;0;0;0;1;28042;Desconocido;1;0;0;0;1;Desconocido;Desconocido;0;3;40º28'9.54'' N  ;3º35'11.48'' W  ;12049;104;33;2;6;0;2;144;27125;2.63;4694;3;7;399;345;125;522;108;1904385;0;2;0;1;3;775000;543430.75;910916.7;3911.7388;152;6;39.166668;3;6.0;1499;13;775000
238.0;Chamartín;5;Nueva España;55;0;Piso;2;0.0;1.0;4;3;1;1;1;1;30_50;2;lujo;0;0;1;0;0;0;1;28016;Desconocido;0;0;0;0;0;Normal;Desconocido;0;0;40º27'53.32'' N ;3º40'54.53'' W  ;24466;186;26;7;20;0;1;275;42678;2.45;20435;32;45;693;274;228;505;220;214209;0;0;0;1;5;1430000;1502470.9;1120715.5;6819.482;296;7;34.0;5;4.0;1920;103;1430000
85.0;Retiro;3;Ibiza;34;0;Piso;0;0.0;3.0;2;2;0;0;0;1;Desconocido;0;lujo;0;0;1;0;0;0;1;28009;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'1.9'' N   ;3º40'41.21'' W  ;21492;257;0;4;8;0;0;138;33396;2.39;16179;10;13;408;160;169;349;164;1427833;0;0;0;1;5;1190000;1324904.2;1325221.9;10157.479;146;4;21.25;1;3.0;1250;143;1190000
153.0;Fuencarral-El Pardo;8;El Pardo;81;0;Piso;0;0.0;2.5;3;2;0;1;1;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28048;Desconocido;0;0;0;1;0;Normal;Amueblada;0;0;40º31'25.35'' N ;3º46'45.77'' W  ;3421;24;0;3;14;2;5;448;28798;2.67;23923;53;48;197;95;148;121;99;2811379;0;0;0;1;5;750000;927526.2;436910.75;3840.5605;469;5;30.6;3;4.0;660;187;750000
81.0;Puente De Vallecas;13;Portazgo;135;0;Piso;1;0.0;2.0;3;1;0;0;1;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28018;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º23'25.94'' N ;3º38'58.4'' W   ;28741;308;56;1;7;0;3;311;13354;2.66;26108;123;50;423;137;90;189;173;1558120;2;0;0;1;1;130000;183641.16;174892.8;2438.678;321;4;20.25;2;4.0;1012;56;130000
134.0;Retiro;3;Ibiza;34;0;Piso;0;0.0;6.0;3;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28009;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'1.9'' N   ;3º40'41.21'' W  ;21492;257;0;4;8;0;0;138;33396;2.39;16179;10;13;408;160;169;349;164;1427833;0;0;0;1;5;899900;1324904.2;1325221.9;10157.479;146;5;26.8;1;3.0;1250;143;899900
120.0;Centro;1;Justicia;14;0;Piso;0;0.0;2.0;2;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28004;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'8.76'' N  ;3º41'48.96'' W  ;18219;323;0;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;5;795000;1360566.5;870158.06;9035.9375;210;4;30.0;0;3.0;3240;206;795000
219.0;Centro;1;Cortes;13;4;Casa;0;0.0;0.0;4;5;0;1;0;0;10_30;2;Desconocido;0;0;1;0;0;0;1;28014;Desconocido;1;0;0;0;0;Normal;Desconocido;0;4;40º24'44.8'' N  ;3º41'37.98'' W  ;10816;180;0;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;5;330000;984085.9;678202.44;6772.3047;210;9;24.333334;3;6.0;3240;145;330000
149.0;Vicálvaro;19;El Cañaveral;194;0;Casa;5;0.0;0.0;4;3;0;1;1;1;Desconocido;2;Desconocido;0;0;1;0;0;0;1;28032;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º23'38.16'' N ;3º32'55.76'' W  ;13054;1085;1068;1;4;0;1;138;18214;2.69;7582;23;14;180;72;72;52;92;1063815;0;0;0;1;3;479067;436868.44;519866.84;2992.2498;143;7;21.285715;5;3.0;468;38;479067
207.0;Salamanca;4;Recoletos;41;0;Piso;5;0.0;5.0;4;5;0;0;0;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28001;Madera;0;0;0;1;0;Normal;Amueblada;0;0;40º25'19.05'' N ;3º40'53.05'' W  ;15444;243;8;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;0;0;6;1;5;2490000;2479820.2;1769842.4;11784.251;205;9;23.0;1;4.0;7681;262;2490000
100.0;Chamberí;7;Ríos Rosas;75;0;Piso;0;0.0;3.0;4;1;0;0;0;1;Desconocido;0;lujo;0;0;1;0;0;0;1;28003;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'31.47'' N ;3º41'42.26'' W  ;27163;380;54;9;22;0;0;151;36934;2.21;25648;21;39;1930;1116;1039;1910;905;19677;0;0;0;1;5;790000;1010490.94;1373545.5;7217.792;173;5;20.0;1;3.0;6900;66;790000
216.0;Chamartín;5;Prosperidad;52;0;Piso;0;0.0;3.0;4;3;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28002;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'29.76'' N ;3º40'13.18'' W  ;36027;383;43;7;20;0;1;275;42678;2.45;20435;32;45;693;274;228;505;220;214209;0;0;0;1;5;1490000;996143.7;1120715.5;5847.313;296;7;30.857143;1;3.0;1920;103;1490000
43.0;Centro;1;Embajadores;12;0;Piso;0;0.0;2.0;1;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28012;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'36.91'' N ;3º42'16.42'' W  ;46204;750;9;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;3;310000;474367.94;870158.06;5945.187;210;2;21.5;0;3.0;3240;205;310000
110.0;Latina;10;Las Águilas;107;4;Piso;2;0.0;1.0;4;2;0;0;0;1;10_30;0;Desconocido;0;0;1;0;0;0;1;28044;Desconocido;1;0;0;0;0;Desconocido;Desconocido;0;4;40º23'30.31'' N ;3º46'26.84'' W  ;51268;379;44;3;10;2;5;307;17267;2.49;30102;82;31;1223;499;366;628;523;1047962;0;0;0;1;1;340000;213344.11;244581.98;2512.5698;324;6;18.333334;1;7.0;3239;56;340000
97.0;Arganzuela;2;Palos De Moguer;26;0;Piso;2;0.0;6.0;3;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28045;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'18.16'' N ;3º42'5.37'' W   ;25097;332;22;4;9;0;4;186;27431;2.31;23071;17;13;1151;633;494;969;454;547811;0;0;0;1;3;660000;392938.25;404461.3;5484.3594;199;4;24.25;1;3.0;3701;34;660000
102.0;Villa De Vallecas;18;Santa Eugenia;182;0;Piso;2;0.0;4.0;2;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28031;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º23'22.11'' N ;3º37'0.07'' W   ;23876;139;2;1;5;0;1;158;17346;2.61;12370;27;11;0;0;0;0;0;2681389;0;0;0;1;1;265000;228397.53;248783.3;2753.3958;164;4;25.5;1;3.0;0;41;265000
176.0;Centro;1;Embajadores;12;3;Piso;1;0.0;5.0;3;3;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28012;Desconocido;1;0;0;0;0;Normal;Desconocido;0;3;40º24'36.91'' N ;3º42'16.42'' W  ;46204;750;9;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;3;779000;474367.94;870158.06;5945.187;210;6;29.333334;0;6.0;3240;205;779000
822.0;Barajas;21;Alameda De Osuna;211;3;Casa;0;0.0;0.0;4;2;0;1;0;1;30_50;2;señorial;0;0;1;0;0;0;1;28042;Desconocido;1;0;0;0;0;Normal;Independiente;0;3;40º27'0.9'' N   ;3º35'46.54'' W  ;19685;141;15;2;6;0;2;144;27125;2.63;4694;3;7;399;345;125;522;108;1904385;1;0;0;1;3;1350000;644382.4;910916.7;2769.085;152;6;137.0;4;6.0;1499;17;1350000
73.0;Barajas;21;Casco Histórico De Barajas;213;0;Piso;2;0.0;1.0;3;1;0;1;0;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28042;Desconocido;0;0;0;1;0;Normal;Desconocido;0;0;40º28'26.4'' N  ;3º34'41.43'' W  ;7384;94;12;2;6;0;2;144;27125;2.63;4694;3;7;399;345;125;522;108;1904385;0;3;0;1;2;255000;305168.75;382908.0;3540.7542;152;4;18.25;2;4.0;1499;32;255000
34.0;Centro;1;Embajadores;12;0;Piso;2;0.0;3.0;1;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28012;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'36.91'' N ;3º42'16.42'' W  ;46204;750;9;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;3;198000;474367.94;870158.06;5945.187;210;2;17.0;0;3.0;3240;205;198000
160.0;Salamanca;4;Castellana;46;3;Piso;2;0.0;2.0;2;3;0;0;0;1;mas_50;0;lujo;0;0;1;0;0;0;1;28006;Desconocido;1;0;0;0;0;Normal;Desconocido;0;3;40º25'48.41'' N ;3º41'19.19'' W  ;16919;189;3;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;1;0;0;1;5;1550000;2323510.8;1769842.4;11284.615;205;5;32.0;1;6.0;7681;272;1550000
53.0;Salamanca;4;Lista;45;0;Piso;0;0.0;2.0;1;1;0;0;0;1;Desconocido;0;lujo;0;0;1;0;0;0;1;28006;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'54.02'' N ;3º40'23.99'' W  ;20969;247;2;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;0;0;0;1;5;590000;1352493.4;1769842.4;9809.669;205;2;26.5;1;3.0;7681;166;590000
270.0;Salamanca;4;Recoletos;41;0;Piso;4;1.0;5.0;4;4;0;1;0;1;mas_50;0;Desconocido;0;0;2;0;0;0;4;28001;Madera;0;0;0;0;0;Normal;Desconocido;0;0;40º25'19.05'' N ;3º40'53.05'' W  ;15444;243;8;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;2;0;6;1;5;3160000;2479820.2;1769842.4;11784.251;205;8;33.75;2;8.0;7681;262;3160000
81.0;Moncloa-Aravaca;9;Casa De Campo;91;0;Piso;0;1.0;2.0;2;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;1;1;28011;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'58.1'' N  ;3º43'33.15'' W  ;12767;95;15;6;14;1;3;351;36592;2.58;14738;26;59;532;200;235;347;207;19901426;0;0;0;0;4;375000;963750.0;732204.75;6733.2124;369;3;27.0;0;5.0;1521;16;375000
135.0;Centro;1;Justicia;14;0;Piso;2;0.0;3.0;1;2;1;0;0;1;mas_50;0;Desconocido;0;0;2;0;0;0;1;28004;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'8.76'' N  ;3º41'48.96'' W  ;18219;323;0;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;2;0;0;0;5;1400000;1360566.5;870158.06;9035.9375;210;3;45.0;0;5.0;3240;206;1400000
49.0;Chamberí;7;Vallehermoso;76;0;Estudio;0;0.0;2.0;0;1;0;1;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28003;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'40.94'' N ;3º42'57.41'' W  ;19853;208;36;9;22;0;0;151;36934;2.21;25648;21;39;1930;1116;1039;1910;905;19677;0;0;0;1;5;279900;971038.1;252940.0;6428.781;173;1;49.0;2;3.0;6900;66;279900
120.0;Villaverde;17;Los Rosales;175;0;Piso;3;0.0;2.0;4;2;0;0;0;1;Desconocido;0;Desconocido;0;0;2;0;0;0;4;28021;Desconocido;0;0;0;1;0;Desconocido;Desconocido;0;0;40º21'42.15'' N ;3º41'45.9'' W   ;34827;9;1;1;4;0;5;193;13604;2.82;14009;78;28;139;64;45;79;54;711123;0;0;0;1;1;280000;175014.0;167689.4;2112.9834;202;6;20.0;1;7.0;381;50;280000
274.0;Chamberí;7;Trafalgar;73;0;Piso;0;0.0;3.0;5;3;0;0;0;1;mas_50;0;lujo;0;0;1;0;0;0;1;28010;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'52.48'' N ;3º42'10.85'' W  ;24621;376;0;9;22;0;0;151;36934;2.21;25648;21;39;1930;1116;1039;1910;905;19677;0;0;0;1;5;1980000;1113238.8;1373545.5;8274.553;173;8;34.25;1;3.0;6900;93;1980000
140.0;Salamanca;4;Goya;42;0;Piso;2;0.0;6.0;3;2;1;1;0;1;Desconocido;0;lujo;0;0;1;0;0;0;1;28001;Desconocido;0;0;0;0;0;Normal;Desconocido;0;0;40º25'21.71'' N ;3º40'48.03'' W  ;29477;478;4;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;0;0;0;1;5;1700000;1480537.9;1769842.4;10122.084;205;5;28.0;2;4.0;7681;346;1700000
144.0;Chamartín;5;Hispanoamérica;54;0;Piso;0;0.0;3.0;4;3;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28016;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º27'26.56'' N ;3º39'55.32'' W  ;31470;311;12;7;20;0;1;275;42678;2.45;20435;32;45;693;274;228;505;220;214209;0;0;0;1;5;870000;1321864.5;1120715.5;7069.4688;296;7;20.571428;1;3.0;1920;112;870000
56.41;San Blas-Canillejas;20;Canillejas;207;0;Piso;0;0.0;2.0;2;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28037;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'58.48'' N ;3º37'10.41'' W  ;29067;320;3;3;10;0;0;275;19768;2.63;16710;44;26;1504;739;381;828;552;995950;0;0;0;0;2;163000;330917.34;245671.58;3322.9795;285;3;18.803333;0;3.0;4004;64;163000
75.0;Villaverde;17;Villaverde Alto;171;0;Piso;2;0.0;3.0;2;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28021;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º19'22.54'' N ;3º41'33.28'' W  ;47817;11;0;1;4;0;5;193;13604;2.82;14009;78;28;139;64;45;79;54;711123;0;0;0;1;1;168000;218009.73;167689.4;2441.1577;202;3;25.0;1;3.0;381;85;168000
62.0;Chamartín;5;Prosperidad;52;0;Estudio;5;0.0;1.0;0;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28002;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'29.76'' N ;3º40'13.18'' W  ;36027;383;43;7;20;0;1;275;42678;2.45;20435;32;45;693;274;228;505;220;214209;0;0;0;1;5;375100;996143.7;315470.0;5847.313;296;1;62.0;1;3.0;1920;103;375100
132.0;Retiro;3;Estrella;33;3;Piso;2;0.0;11.0;3;2;0;0;0;1;30_50;0;Desconocido;0;0;1;0;0;0;1;28007;Desconocido;1;0;0;0;0;Normal;Desconocido;0;3;40º25'0.44'' N  ;3º40'8.31'' W   ;22649;147;1;4;8;0;0;138;33396;2.39;16179;10;13;408;160;169;349;164;1427833;1;0;0;1;4;815000;621444.44;1325221.9;5367.5625;146;5;26.4;1;6.0;1250;9;815000
54.0;Villa De Vallecas;18;Santa Eugenia;182;0;Piso;1;0.0;3.0;2;1;0;0;0;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28031;Desconocido;0;0;0;0;0;Desconocido;Desconocido;1;0;40º23'22.11'' N ;3º37'0.07'' W   ;23876;139;2;1;5;0;1;158;17346;2.61;12370;27;11;0;0;0;0;0;2681389;0;3;0;1;1;111000;228397.53;248783.3;2753.3958;164;3;18.0;1;4.0;0;41;111000
115.0;Salamanca;4;Fuente Del Berro;43;0;Piso;4;0.0;2.0;3;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28028;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'17.43'' N ;3º39'58.0'' W   ;20929;255;1;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;0;0;0;1;4;520000;697932.44;1769842.4;6018.061;205;5;23.0;1;3.0;7681;74;520000
30.0;Chamartín;5;Prosperidad;52;0;Piso;4;0.0;3.0;1;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28002;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'29.76'' N ;3º40'13.18'' W  ;36027;383;43;7;20;0;1;275;42678;2.45;20435;32;45;693;274;228;505;220;214209;0;0;0;1;5;139000;996143.7;1120715.5;5847.313;296;2;15.0;1;3.0;1920;103;139000
75.0;San Blas-Canillejas;20;Simancas;201;5;Piso;4;0.0;0.0;1;2;0;0;0;1;10_30;0;medio;0;0;1;0;0;1;1;28037;Desconocido;1;0;0;0;0;Desconocido;Independiente;0;5;40º26'22.99'' N ;3º37'5.97'' W   ;28765;358;9;3;10;0;0;275;19768;2.63;16710;44;26;1504;739;381;828;552;995950;0;0;0;1;3;355000;330895.38;245671.58;3165.2717;285;3;25.0;1;9.0;4004;89;355000
167.0;Tetuán;6;Bellas Vistas;61;0;Atico;0;0.0;6.0;5;3;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28039;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'59.26'' N ;3º42'25.98'' W  ;29355;230;5;6;12;0;0;166;22890;2.34;25992;70;28;1337;589;375;1502;538;301635;0;0;0;1;3;1100000;498727.97;804953.3;5159.811;178;8;20.875;1;3.0;4341;64;1100000
254.0;Fuencarral-El Pardo;8;El Pardo;81;0;Chalet;0;0.0;0.0;5;4;0;0;0;1;mas_50;0;Desconocido;0;0;1;0;0;0;1;28048;Desconocido;0;0;0;0;1;Sin_Aire;Independiente;0;0;40º31'25.35'' N ;3º46'45.77'' W  ;3421;24;0;3;14;2;5;448;28798;2.67;23923;53;48;197;95;148;121;99;2811379;0;0;0;1;5;1075000;927526.2;2163275.8;3840.5605;469;9;28.222221;1;3.0;660;187;1075000
249.0;Chamberí;7;Ríos Rosas;75;0;Piso;4;0.0;4.0;5;6;0;0;0;1;30_50;1;Desconocido;0;0;2;0;0;0;1;28003;Madera;0;0;0;1;0;Normal;Desconocido;0;0;40º26'31.47'' N ;3º41'42.26'' W  ;27163;380;54;9;22;0;0;151;36934;2.21;25648;21;39;1930;1116;1039;1910;905;19677;2;0;6;1;5;2100000;1010490.94;1373545.5;7217.792;173;11;22.636364;2;4.0;6900;66;2100000
118.0;Chamberí;7;Trafalgar;73;0;Piso;0;0.0;7.0;2;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28010;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'52.48'' N ;3º42'10.85'' W  ;24621;376;0;9;22;0;0;151;36934;2.21;25648;21;39;1930;1116;1039;1910;905;19677;0;0;0;1;5;850000;1113238.8;1373545.5;8274.553;173;4;29.5;1;3.0;6900;93;850000
123.0;Centro;1;Embajadores;12;3;Atico;2;0.0;6.0;3;1;0;1;0;1;mas_50;0;Desconocido;0;0;2;0;0;0;1;28012;Desconocido;1;0;0;1;0;Desconocido;Desconocido;0;3;40º24'36.91'' N ;3º42'16.42'' W  ;46204;750;9;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;3;770000;474367.94;1160168.1;5945.187;210;4;30.75;1;7.0;3240;205;770000
