m2_constr,distrito,cod_distrito,barrio,cod_barrio,letra_ce,tipologia,estado,amueblado,planta,dormitorios,banos,balcon,terraza,trastero,ascensor,antiguedad,jardin,tipo_inmueble,cancha_tenis,chimenea,exterior,piscina,porton_electrico,videoportero,armarios,codigo_postal,tipo_suelo,certificado_energetico,puerta_seguridad,orientacion_este,orientacion_oeste,orientacion_sur,aire,grupo_cocina,orientacion_norte,letra_emisiones,latitud,longitud,num_personas,total_transacciones,viv_nuevas_transacciones,lineas_metro,salidas_metro,estaciones_metroligero,estaciones_cercanias,estacion_bus_urbano,renta_bruta_media_por_persona,tamano_medio_del_hogar,tam_hogar,hog_con_10,hog_con_15_y_más,comercio_serviciosminoristas,hosteleria_restauracion,salud_bienestar_educacion,servicios_profesionales,cultura_entretenimiento,m2_areasverdes,ins_comunitaria,energia,eficiencia_carpinteria,num_garajes,cod_barrio_group,target,precio_mean_b,pm_tlogia_distrito,euro_m2_barrio,total_estaciones,habitaciones,m2_por_hab,atrib_lujo,atrib,serv_barrio,cod_barrio_frecuency,precio,coordenadas,lat_decimal,lon_decimal
82.0,Hortaleza,16,Canillas,163,0,Piso,2,0.0,1.0,4,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28043,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º28'7.23'' N  ,3º37'53.72'' W  ,39786,321,10,2,9,6,1,325,29047,2.65,19312,38,32,1114,603,596,1135,486,1758173,0,0,0,1,4,269000,668047.6,481471.5,4408.8623,341,5,16.4,1,3.0,3934,63,269000,"40.468675000000005,-3.631588888888889",40.468675000000005,-3.631588888888889
54.0,Latina,10,Lucero,103,0,Piso,2,0.0,2.0,2,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28047,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'11.4'' N  ,3º45'23.25'' W  ,36749,396,63,3,10,2,5,307,17267,2.49,30102,82,31,1223,499,366,628,523,1047962,0,0,0,1,1,115000,195350.0,244581.98,2635.8171,324,3,18.0,1,3.0,3239,44,115000,"40.403166666666664,-3.7564583333333332",40.403166666666664,-3.7564583333333332
119.0,Retiro,3,Ibiza,34,0,Piso,4,0.0,3.0,2,2,0,0,0,1,menos_5,0,lujo,0,0,1,0,0,0,1,28009,Desconocido,0,1,0,0,0,Normal,Abierta,0,0,40º25'1.9'' N   ,3º40'41.21'' W  ,21492,257,0,4,8,0,0,138,33396,2.39,16179,10,13,408,160,169,349,164,1427833,1,2,0,1,5,1149000,1324904.2,1325221.9,10157.479,146,4,29.75,1,4.0,1250,143,1149000,"40.41719444444444,-3.678113888888889",40.41719444444444,-3.678113888888889
43.0,Carabanchel,11,Comillas,111,0,Piso,1,0.0,2.0,1,1,0,0,0,1,mas_50,0,económico,0,0,1,0,0,0,1,28019,Desconocido,0,0,0,0,0,Desconocido,Independiente,0,0,40º23'49.42'' N ,3º42'55.3'' W   ,22721,294,28,3,16,0,0,289,15239,2.66,28825,139,57,1332,483,298,854,455,1560282,0,0,0,1,2,129000,257320.6,220952.16,3280.4275,305,2,21.5,1,3.0,3422,34,129000,"40.397061111111114,-3.715361111111111",40.397061111111114,-3.715361111111111
73.0,Salamanca,4,Goya,42,3,Piso,0,0.0,2.0,2,1,0,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28001,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,3,40º25'21.71'' N ,3º40'48.03'' W  ,29477,478,4,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,5,510000,1480537.9,1769842.4,10122.084,205,3,24.333334,1,6.0,7681,346,510000,"40.42269722222222,-3.6800083333333333",40.42269722222222,-3.6800083333333333
87.0,Hortaleza,16,Pinar Del Rey,164,0,Piso,0,0.0,3.0,3,1,0,0,1,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28033,Desconocido,0,0,1,0,0,Desconocido,Desconocido,0,0,40º28'31.78'' N ,3º39'2.96'' W   ,52031,448,62,2,9,6,1,325,29047,2.65,19312,38,32,1114,603,596,1135,486,1758173,2,0,0,1,3,283000,381546.34,481471.5,3841.6995,341,4,21.75,2,4.0,3934,41,283000,"40.47549444444444,-3.650822222222222",40.47549444444444,-3.650822222222222
48.0,Centro,1,Justicia,14,4,Piso,2,0.0,2.0,1,1,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28004,Desconocido,1,0,0,0,0,Normal,Desconocido,0,4,40º25'8.76'' N  ,3º41'48.96'' W  ,18219,323,0,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,5,419000,1360566.5,870158.06,9035.9375,210,2,24.0,0,7.0,3240,206,419000,"40.4191,-3.6969333333333334",40.4191,-3.6969333333333334
108.0,Chamartín,5,Prosperidad,52,3,Piso,0,0.0,5.0,3,2,0,1,0,1,mas_50,0,económico,0,0,1,0,0,0,1,28002,Desconocido,1,0,0,0,0,Desconocido,Independiente,0,3,40º26'29.76'' N ,3º40'13.18'' W  ,36027,383,43,7,20,0,1,275,42678,2.45,20435,32,45,693,274,228,505,220,214209,0,0,0,1,5,550000,996143.7,1120715.5,5847.313,296,5,21.6,2,6.0,1920,103,550000,"40.441599999999994,-3.6703277777777776",40.441599999999994,-3.6703277777777776
163.0,Fuencarral-El Pardo,8,Peñagrande,83,4,Piso,0,0.0,1.0,3,2,0,0,1,1,10_30,0,Desconocido,0,0,1,0,0,0,1,28035,Desconocido,1,0,0,0,0,Normal,Desconocido,0,4,40º28'52.31'' N ,3º44'0.52'' W   ,44341,336,20,3,14,2,5,448,28798,2.67,23923,53,48,197,95,148,121,99,2811379,0,0,0,1,4,720000,820248.25,436910.75,3907.5483,469,5,32.6,2,7.0,660,58,720000,"40.48119722222222,-3.733477777777778",40.48119722222222,-3.733477777777778
1550.0,Moncloa-Aravaca,9,El Plantío,96,0,Chalet,0,0.0,0.0,7,5,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28023,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'56.54'' N ,3º48'17.45'' W  ,3044,35,15,6,14,1,3,351,36592,2.58,14738,26,59,532,200,235,347,207,19901426,0,0,0,1,5,2800000,2752291.8,3105207.5,3017.1672,369,12,129.16667,1,3.0,1521,19,2800000,"40.46570555555556,-3.804847222222222",40.46570555555556,-3.804847222222222
88.0,Ciudad Lineal,15,Pueblo Nuevo,152,0,Piso,3,0.0,2.0,3,1,0,0,1,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28017,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'0.24'' N  ,3º38'13.63'' W  ,62840,774,31,5,14,1,0,272,22440,2.46,28853,62,46,1211,517,459,1049,556,572705,2,0,0,1,2,357000,290827.97,382082.53,3328.4597,287,4,22.0,2,4.0,3792,109,357000,"40.4334,-3.6371194444444446",40.4334,-3.6371194444444446
146.0,Fuencarral-El Pardo,8,El Pardo,81,0,Piso,5,0.0,7.0,4,3,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28048,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º31'25.35'' N ,3º46'45.77'' W  ,3421,24,0,3,14,2,5,448,28798,2.67,23923,53,48,197,95,148,121,99,2811379,0,0,0,1,5,942000,927526.2,436910.75,3840.5605,469,7,20.857143,1,3.0,660,187,942000,"40.52370833333333,-3.7793805555555555",40.52370833333333,-3.7793805555555555
80.0,Chamartín,5,Hispanoamérica,54,1,Piso,3,0.0,3.0,4,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28016,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,1,40º27'26.56'' N ,3º39'55.32'' W  ,31470,311,12,7,20,0,1,275,42678,2.45,20435,32,45,693,274,228,505,220,214209,0,0,0,1,5,360000,1321864.5,1120715.5,7069.4688,296,5,16.0,1,4.0,1920,112,360000,"40.45737777777778,-3.6653666666666664",40.45737777777778,-3.6653666666666664
78.0,Retiro,3,Ibiza,34,0,Piso,0,0.0,3.0,2,2,0,1,1,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28009,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º25'1.9'' N   ,3º40'41.21'' W  ,21492,257,0,4,8,0,0,138,33396,2.39,16179,10,13,408,160,169,349,164,1427833,2,0,0,1,5,790000,1324904.2,1325221.9,10157.479,146,4,19.5,3,3.0,1250,143,790000,"40.41719444444444,-3.678113888888889",40.41719444444444,-3.678113888888889
105.0,Villa De Vallecas,18,Santa Eugenia,182,3,Piso,0,0.0,3.0,4,2,0,0,0,1,30_50,0,económico,0,0,1,0,0,0,1,28031,Desconocido,1,0,0,0,0,Normal,Desconocido,0,3,40º23'22.11'' N ,3º37'0.07'' W   ,23876,139,2,1,5,0,1,158,17346,2.61,12370,27,11,0,0,0,0,0,2681389,1,0,0,1,1,250000,228397.53,248783.3,2753.3958,164,6,17.5,1,6.0,0,41,250000,"40.389475,-3.616686111111111",40.389475,-3.616686111111111
195.0,Chamberí,7,Ríos Rosas,75,0,Piso,0,0.0,2.0,4,3,0,0,1,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28003,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'31.47'' N ,3º41'42.26'' W  ,27163,380,54,9,22,0,0,151,36934,2.21,25648,21,39,1930,1116,1039,1910,905,19677,2,0,0,1,5,1250000,1010490.94,1373545.5,7217.792,173,7,27.857143,2,3.0,6900,66,1250000,"40.442074999999996,-3.6950722222222225",40.442074999999996,-3.6950722222222225
217.0,Salamanca,4,Goya,42,0,Piso,0,0.0,1.0,4,3,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28001,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'21.71'' N ,3º40'48.03'' W  ,29477,478,4,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,5,1638000,1480537.9,1769842.4,10122.084,205,7,31.0,1,3.0,7681,346,1638000,"40.42269722222222,-3.6800083333333333",40.42269722222222,-3.6800083333333333
77.0,Moncloa-Aravaca,9,Valdezarza,94,0,Piso,0,1.0,2.0,3,2,0,0,1,1,30_50,2,Desconocido,0,0,1,0,0,0,1,28039,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º28'8.91'' N  ,3º43'25.44'' W  ,30484,241,3,6,14,1,3,351,36592,2.58,14738,26,59,532,200,235,347,207,19901426,0,0,0,1,3,465000,341472.7,732204.75,4032.7131,369,5,15.4,4,4.0,1521,37,465000,"40.469141666666665,-3.7237333333333336",40.469141666666665,-3.7237333333333336
95.0,Centro,1,Universidad,15,0,Piso,4,0.0,1.0,2,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28015,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783,613,30,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,4,759000,724757.8,870158.06,6883.6953,210,4,23.75,0,3.0,3240,325,759000,"40.425805555555556,-3.7085333333333335",40.425805555555556,-3.7085333333333335
61.0,Villaverde,17,San Cristóbal,172,3,Piso,2,0.0,2.0,2,2,0,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28021,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,3,40º20'14.79'' N ,3º41'32.37'' W  ,17270,316,75,1,4,0,5,193,13604,2.82,14009,78,28,139,64,45,79,54,711123,2,0,0,1,1,98000,112297.445,167689.4,1682.5052,202,4,15.25,1,6.0,381,43,98000,"40.33744166666667,-3.6923250000000003",40.33744166666667,-3.6923250000000003
123.0,Chamartín,5,Prosperidad,52,0,Piso,2,0.0,3.0,5,2,0,1,0,1,30_50,0,Desconocido,0,0,2,0,0,0,4,28002,Madera,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'29.76'' N ,3º40'13.18'' W  ,36027,383,43,7,20,0,1,275,42678,2.45,20435,32,45,693,274,228,505,220,214209,2,0,0,1,5,629900,996143.7,1120715.5,5847.313,296,7,17.571428,2,7.0,1920,103,629900,"40.441599999999994,-3.6703277777777776",40.441599999999994,-3.6703277777777776
144.0,Salamanca,4,Recoletos,41,2,Piso,2,0.0,2.0,3,5,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28001,Desconocido,1,0,0,0,0,Normal,Desconocido,0,2,40º25'19.05'' N ,3º40'53.05'' W  ,15444,243,8,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,1,0,0,1,5,1700000,2479820.2,1769842.4,11784.251,205,8,18.0,1,5.0,7681,262,1700000,"40.42195833333333,-3.6814027777777776",40.42195833333333,-3.6814027777777776
145.0,Puente De Vallecas,13,Numancia,136,0,Piso,1,0.0,2.0,3,2,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28038,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'19.79'' N ,3º39'24.0'' W   ,48720,546,94,1,7,0,3,311,13354,2.66,26108,123,50,423,137,90,189,173,1558120,0,0,0,1,1,249000,177536.81,174892.8,2573.4072,321,5,29.0,1,4.0,1012,91,249000,"40.40549722222222,-3.6566666666666667",40.40549722222222,-3.6566666666666667
22.0,Centro,1,Embajadores,12,0,Piso,0,0.0,4.0,1,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28012,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'36.91'' N ,3º42'16.42'' W  ,46204,750,9,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,3,127000,474367.94,870158.06,5945.187,210,2,11.0,0,3.0,3240,205,127000,"40.41025277777778,-3.7045611111111114",40.41025277777778,-3.7045611111111114
90.0,Usera,12,Orcasitas,121,0,Piso,0,0.0,1.0,3,1,0,0,0,1,30_50,2,Desconocido,0,0,1,0,0,0,1,28041,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'2.99'' N  ,3º43'12.91'' W  ,23085,122,1,2,4,0,2,186,13481,2.8,13483,77,26,1495,565,267,689,491,515144,0,0,0,1,1,103000,222602.78,224598.0,2216.178,192,4,22.5,3,3.0,3507,18,103000,"40.36749722222222,-3.720252777777778",40.36749722222222,-3.720252777777778
63.0,Carabanchel,11,Buenavista,116,0,Piso,5,0.0,2.0,1,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28025,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'3.05'' N  ,3º43'14.23'' W  ,49151,519,113,3,16,0,0,289,15239,2.66,28825,139,57,1332,483,298,854,455,1560282,0,0,0,1,1,219600,200670.14,220952.16,2760.4148,305,2,31.5,1,3.0,3422,69,219600,"40.36751388888889,-3.7206194444444445",40.36751388888889,-3.7206194444444445
59.0,Latina,10,Lucero,103,0,Piso,0,0.0,2.0,2,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28047,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'11.4'' N  ,3º45'23.25'' W  ,36749,396,63,3,10,2,5,307,17267,2.49,30102,82,31,1223,499,366,628,523,1047962,0,0,0,1,1,165000,195350.0,244581.98,2635.8171,324,3,19.666666,1,3.0,3239,44,165000,"40.403166666666664,-3.7564583333333332",40.403166666666664,-3.7564583333333332
119.0,Centro,1,Cortes,13,0,Piso,0,0.0,2.0,3,2,0,1,0,1,10_30,2,Desconocido,0,0,1,0,0,0,1,28014,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º24'44.8'' N  ,3º41'37.98'' W  ,10816,180,0,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,5,379000,984085.9,870158.06,6772.3047,210,5,23.8,3,3.0,3240,145,379000,"40.412444444444446,-3.6938833333333334",40.412444444444446,-3.6938833333333334
289.0,Moncloa-Aravaca,9,Ciudad Universitaria,93,0,Casa,1,0.0,0.0,4,3,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28040,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'5.05'' N  ,3º44'27.92'' W  ,16364,109,8,6,14,1,3,351,36592,2.58,14738,26,59,532,200,235,347,207,19901426,0,0,0,1,5,989000,1428451.2,1964321.9,4451.368,369,7,41.285713,1,3.0,1521,64,989000,"40.45140277777778,-3.741088888888889",40.45140277777778,-3.741088888888889
100.0,Chamberí,7,Ríos Rosas,75,0,Atico,0,0.0,6.0,2,2,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28003,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'31.47'' N ,3º41'42.26'' W  ,27163,380,54,9,22,0,0,151,36934,2.21,25648,21,39,1930,1116,1039,1910,905,19677,0,0,0,1,5,1150000,1010490.94,1350410.4,7217.792,173,4,25.0,1,3.0,6900,66,1150000,"40.442074999999996,-3.6950722222222225",40.442074999999996,-3.6950722222222225
108.0,Centro,1,Universidad,15,0,Piso,4,1.0,1.0,3,3,0,1,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28015,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783,613,30,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,2,0,0,4,895000,724757.8,870158.06,6883.6953,210,6,18.0,1,5.0,3240,325,895000,"40.425805555555556,-3.7085333333333335",40.425805555555556,-3.7085333333333335
136.0,Salamanca,4,Castellana,46,0,Atico,0,1.0,6.0,2,2,0,1,0,1,Desconocido,0,lujo,0,0,2,0,0,0,1,28006,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º25'48.41'' N ,3º41'19.19'' W  ,16919,189,3,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,5,1750000,2323510.8,1924147.5,11284.615,205,4,34.0,2,5.0,7681,272,1750000,"40.43011388888889,-3.688663888888889",40.43011388888889,-3.688663888888889
451.0,Chamberí,7,Vallehermoso,76,0,Piso,0,0.0,3.0,6,4,0,0,1,1,Desconocido,0,Desconocido,0,0,1,0,0,1,1,28003,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'40.94'' N ,3º42'57.41'' W  ,19853,208,36,9,22,0,0,151,36934,2.21,25648,21,39,1930,1116,1039,1910,905,19677,0,0,0,0,5,2700000,971038.1,1373545.5,6428.781,173,10,45.1,1,4.0,6900,66,2700000,"40.44470555555555,-3.7159472222222223",40.44470555555555,-3.7159472222222223
29.0,Salamanca,4,Fuente Del Berro,43,0,Piso,2,0.0,2.0,1,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28028,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'17.43'' N ,3º39'58.0'' W   ,20929,255,1,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,4,210000,697932.44,1769842.4,6018.061,205,2,14.5,1,3.0,7681,74,210000,"40.42150833333333,-3.666111111111111",40.42150833333333,-3.666111111111111
74.0,Fuencarral-El Pardo,8,Pilar,84,0,Piso,0,0.0,3.0,2,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28029,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º28'42.73'' N ,3º42'24.64'' W  ,45610,396,115,3,14,2,5,448,28798,2.67,23923,53,48,197,95,148,121,99,2811379,0,0,0,0,2,265000,305615.75,436910.75,3734.212,469,3,24.666666,0,3.0,660,38,265000,"40.47853611111111,-3.7068444444444446",40.47853611111111,-3.7068444444444446
800.0,Moncloa-Aravaca,9,Aravaca,97,0,Chalet,5,0.0,0.0,5,5,0,1,1,1,Desconocido,0,Desconocido,0,0,1,2,0,0,1,28023,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'42.51'' N ,3º46'12.49'' W  ,27445,200,9,6,14,1,3,351,36592,2.58,14738,26,59,532,200,235,347,207,19901426,0,0,0,1,5,4500000,1825975.5,3105207.5,3725.3945,369,10,80.0,5,3.0,1521,49,4500000,"40.46180833333334,-3.770136111111111",40.46180833333334,-3.770136111111111
81.0,Chamartín,5,Castilla,56,0,Piso,0,0.0,1.0,2,1,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28046,Madera,0,0,0,0,0,Desconocido,Desconocido,0,0,40º28'2.27'' N  ,3º41'18.06'' W  ,17046,149,4,7,20,0,1,275,42678,2.45,20435,32,45,693,274,228,505,220,214209,0,0,0,1,4,477500,881961.7,1120715.5,5523.2583,296,3,27.0,1,4.0,1920,60,477500,"40.46729722222222,-3.6883500000000002",40.46729722222222,-3.6883500000000002
109.0,Barajas,21,Corralejo,215,0,Piso,5,1.0,2.0,4,4,1,0,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,4,28042,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º27'43.37'' N ,3º37'3.18'' W   ,7626,60,1,2,6,0,2,144,27125,2.63,4694,3,7,399,345,125,522,108,1904385,1,3,0,1,4,979000,851454.56,382908.0,3987.2285,152,8,13.625,1,9.0,1499,11,979000,"40.462047222222225,-3.61755",40.462047222222225,-3.61755
152.0,Salamanca,4,Recoletos,41,3,Piso,0,0.0,2.0,3,3,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28001,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,3,40º25'19.05'' N ,3º40'53.05'' W  ,15444,243,8,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,5,1960000,2479820.2,1769842.4,11784.251,205,6,25.333334,1,6.0,7681,262,1960000,"40.42195833333333,-3.6814027777777776",40.42195833333333,-3.6814027777777776
112.0,Centro,1,Cortes,13,0,Piso,2,0.0,2.0,3,3,1,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28014,Desconocido,0,0,0,0,0,Desconocido,Desconocido,1,0,40º24'44.8'' N  ,3º41'37.98'' W  ,10816,180,0,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,2,0,0,0,5,989000,984085.9,870158.06,6772.3047,210,6,18.666666,0,5.0,3240,145,989000,"40.412444444444446,-3.6938833333333334",40.412444444444446,-3.6938833333333334
150.0,Moncloa-Aravaca,9,Valdemarín,95,0,Piso,0,0.0,2.0,3,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28023,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'43.8'' N  ,3º46'12.3'' W   ,7156,61,10,6,14,1,3,351,36592,2.58,14738,26,59,532,200,235,347,207,19901426,0,0,0,1,5,1290000,1954607.5,732204.75,4769.8286,369,5,30.0,1,3.0,1521,28,1290000,"40.46216666666667,-3.7700833333333335",40.46216666666667,-3.7700833333333335
94.0,Usera,12,Orcasur,122,0,Piso,0,0.0,1.0,3,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28041,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'6.09'' N  ,3º42'6.24'' W   ,14390,12,2,2,4,0,2,186,13481,2.8,13483,77,26,1495,565,267,689,491,515144,0,0,0,0,3,102900,374775.0,224598.0,3610.839,192,4,23.5,0,3.0,3507,24,102900,"40.36835833333333,-3.7017333333333333",40.36835833333333,-3.7017333333333333
83.0,Carabanchel,11,San Isidro,113,0,Estudio,5,0.0,4.0,0,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28019,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'32.09'' N ,3º44'9.38'' W   ,40368,427,46,3,16,0,0,289,15239,2.66,28825,139,57,1332,483,298,854,455,1560282,0,0,0,1,2,315000,297122.66,197000.0,2726.5376,305,1,83.0,1,3.0,3422,53,315000,"40.392247222222224,-3.735938888888889",40.392247222222224,-3.735938888888889
60.0,Vicálvaro,19,Casco Histórico De Vicálvaro,191,0,Piso,0,0.0,5.0,3,1,0,1,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28032,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'19.33'' N ,3º35'36.81'' W  ,35519,440,121,1,4,0,1,138,18214,2.69,7582,23,14,180,72,72,52,92,1063815,0,0,0,1,2,140000,230193.9,296210.44,2460.7708,143,4,15.0,2,4.0,468,33,140000,"40.372036111111115,-3.5935583333333336",40.372036111111115,-3.5935583333333336
708.0,Moncloa-Aravaca,9,El Plantío,96,3,Chalet,2,0.0,0.0,7,5,1,1,1,0,10_30,2,lujo,0,1,2,0,0,0,1,28023,Radiante,1,1,0,0,0,Normal,Independiente,0,3,40º27'56.54'' N ,3º48'17.45'' W  ,3044,35,15,6,14,1,3,351,36592,2.58,14738,26,59,532,200,235,347,207,19901426,1,2,3,1,5,2495000,2752291.8,3105207.5,3017.1672,369,12,59.0,6,8.0,1521,19,2495000,"40.46570555555556,-3.804847222222222",40.46570555555556,-3.804847222222222
60.0,Puente De Vallecas,13,San Diego,132,0,Piso,0,0.0,2.0,2,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28053,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'17.72'' N ,3º39'57.58'' W  ,45104,699,242,1,7,0,3,311,13354,2.66,26108,123,50,423,137,90,189,173,1558120,0,0,0,0,1,159990,171103.42,174892.8,2466.8286,321,3,20.0,0,3.0,1012,94,159990,"40.38825555555555,-3.6659944444444443",40.38825555555555,-3.6659944444444443
104.0,Villaverde,17,Villaverde Alto,171,0,Atico,3,0.0,6.0,3,3,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28021,Desconocido,0,0,0,1,0,Desconocido,Desconocido,0,0,40º19'22.54'' N ,3º41'33.28'' W  ,47817,11,0,1,4,0,5,193,13604,2.82,14009,78,28,139,64,45,79,54,711123,0,4,0,1,1,355000,218009.73,339250.0,2441.1577,202,6,17.333334,1,4.0,381,85,355000,"40.32292777777778,-3.692577777777778",40.32292777777778,-3.692577777777778
80.0,Latina,10,Las Águilas,107,3,Piso,2,0.0,8.0,3,2,0,0,0,1,30_50,0,Desconocido,0,0,1,0,0,0,1,28044,Desconocido,1,0,0,0,0,Normal,Desconocido,0,3,40º23'30.31'' N ,3º46'26.84'' W  ,51268,379,44,3,10,2,5,307,17267,2.49,30102,82,31,1223,499,366,628,523,1047962,0,0,0,1,1,249000,213344.11,244581.98,2512.5698,324,5,16.0,1,6.0,3239,56,249000,"40.391752777777775,-3.774122222222222",40.391752777777775,-3.774122222222222
70.0,Vicálvaro,19,Valdebernardo,192,0,Piso,3,0.0,3.0,3,1,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28032,Desconocido,0,0,0,0,0,Normal,Desconocido,1,0,40º23'32.56'' N ,3º37'41.01'' W  ,17471,37,6,1,4,0,1,138,18214,2.69,7582,23,14,180,72,72,52,92,1063815,0,0,0,1,2,179900,312193.3,296210.44,3070.7537,143,4,17.5,1,4.0,468,30,179900,"40.392377777777774,-3.628058333333333",40.392377777777774,-3.628058333333333
